ID,Row,Column,Selected,Value,image_url,image_url_small,,path,path,path,path,cartella,filename,observed_on,lat,long,scientific_name,common_name,taxon_kingdom_name,minaccia,origin_status,status_invasivita,phylum,classe,ordine
42,2,2,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/22184918.jpg,https://static.inaturalist.org/photos/34349044/medium.jpeg,https://static.inaturalist.org/photos/34349044/small.jpeg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,22184918.jpg,2019-04-06,45.64398105,12.1609144,Apus apus,Rondone,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Apodiformes
43,2,3,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/109922243.jpg,https://static.inaturalist.org/photos/185354132/medium.jpg,https://static.inaturalist.org/photos/185354132/small.jpg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,109922243.jpg,2022-03-30,45.6450949,12.1667831,Delichon urbicum,Balestruccio,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Passeriformes
44,2,4,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/21370305.jpg,https://static.inaturalist.org/photos/33055089/medium.jpeg,https://static.inaturalist.org/photos/33055089/small.jpeg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,21370305.jpg,2019-03-18,45.64896476,12.29521556,Hirundo rustica,Rondine,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Passeriformes
45,2,5,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/23210911.jpg,https://static.inaturalist.org/photos/35966659/medium.jpeg,https://static.inaturalist.org/photos/35966659/small.jpeg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,23210911.jpg,2019-04-26,45.64455486,12.16163326,Apus apus,Rondone,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Apodiformes
46,2,6,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/38677053.jpg,https://static.inaturalist.org/photos/61505523/medium.jpg,https://static.inaturalist.org/photos/61505523/small.jpg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,38677053.jpg,2020-02-15,45.64859216,12.20690898,Ptyonoprogne rupestris,Rondine montana,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Passeriformes
47,2,7,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/71144375.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/115783238/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/115783238/small.jpg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,71144375.jpg,2021-03-13,45.64325824,12.21793669,Corvus cornix,Cornacchia grigia,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Passeriformes
48,2,8,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/65418670.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/105289440/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/105289440/small.jpg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,65418670.jpg,2020-11-22,45.64273377,12.217831,Corvus cornix,Cornacchia grigia,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Passeriformes
49,2,9,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/199691342.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/352200742/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/352200742/small.jpg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,199691342.jpg,2024-02-18,45.61615418,12.33962515,Ciconia ciconia,Cicogna bianca,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Ciconiiformes
50,2,10,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/72621012.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/118434272/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/118434272/small.jpg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,72621012.jpg,2021-04-01,45.64384655,12.21912996,Ardea cinerea,Airone cenerino,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Pelecaniformes
51,2,11,0,/Users/ariannafaccioli/Desktop/iNaturalis/divisione/cielo/150307995.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/259153239/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/259153239/small.jpg,,Users,ariannafaccioli,Desktop,iNaturalis,cielo,150307995.jpg,2023-03-05,45.64437381,12.22073501,Ichthyaetus melanocephalus,Gabbiano corallino,Animalia,non_minacciata,autoctona,non_invasiva,Chordata,Aves,Charadriiformes
